,original,abbreviation,X4000,X8000,X12000,length,V6,V7,V8
12902,mississippi,mssppi,mssppi,mssppi,mssppi,6,0,0,0
12903,mississippi,msssppi,msssppi,msssppi,msssppi,7,0,0,0
12904,mississippi,mssssppi,mssssppi,mssssppi,mssssppi,8,0,0,0
12905,mississippi,missssppi,missssppi,missssppi,missssppi,9,0,0,0
12906,missoula,mou,mou,mou,mou,3,0,0,0
12907,missoula,moua,moua,moua,moua,4,0,0,0
12908,missoula,msoua,msoua,msoua,msoua,5,0,0,0
12909,missoula,msoula,msoula,msoula,msoula,6,0,0,0
12910,misstated,msd,msd,msd,msd,3,0,0,0
12911,misstated,mssd,mssd,mssd,mssd,4,0,0,0
12912,misstated,msstd,msstd,msstd,msstd,5,0,0,0
12913,misstated,misstd,misstd,misstd,misstd,6,0,0,0
12914,misstated,missted,missted,misstad,misstad,7,0,1,1
12915,mistaking,mkg,mkg,mkg,mkg,3,0,0,0
12916,mistaking,mskg,mskg,mskg,mskg,4,0,0,0
12917,mistaking,mskng,mskng,mskng,mskig,5,0,0,1
12918,mistaking,mstkng,msking,msking,msking,6,2,2,2
12919,mistaking,mstking,mstking,mstking,mstking,7,0,0,0
12920,mistletoe,mle,mle,mle,mle,3,0,0,0
12921,mistletoe,mlte,mlte,mlte,mlte,4,0,0,0
12922,mistletoe,mslte,mslte,mslte,mslte,5,0,0,0
12923,mistletoe,msltoe,msltoe,msltoe,mstlte,6,0,0,2
12924,mistletoe,mstltoe,mstltoe,mstltoe,mstltoe,7,0,0,0
12925,mistreatment,mmt,mmt,mmt,mmt,3,0,0,0
12926,mistreatment,msmt,msmt,msmt,msmt,4,0,0,0
12927,mistreatment,msmnt,msmnt,msmnt,mstmt,5,0,0,2
12928,mistreatment,mismnt,mstmnt,mstmnt,mistmt,6,2,2,2
12929,mistreatment,mistmnt,mistmnt,mistmnt,mistmnt,7,0,0,0
12930,mistreatment,mistrmnt,mistrmnt,mistrmnt,mistrmnt,8,0,0,0
12931,mistreatment,mistramnt,mistramnt,mistramnt,mistramnt,9,0,0,0
12932,mistreatment,mistratmnt,mistratmnt,mistratmnt,mistratmnt,10,0,0,0
12933,mistress,mss,mss,mss,mss,3,0,0,0
12934,mistress,msss,msss,msss,msss,4,0,0,0
12935,mistress,mstss,mstss,mstss,mstss,5,0,0,0
12936,mistress,mistss,mistss,mistss,mistss,6,0,0,0
12937,mitigating,mgg,mgg,mgg,mgg,3,0,0,0
12938,mitigating,mgng,mgng,mtgg,mtgg,4,0,2,2
12939,mitigating,mtgng,mtgng,mtgng,mtgng,5,0,0,0
12940,mitigating,mtgang,mtgang,mtgang,mtgang,6,0,0,0
12941,mitigating,mitgang,mitgang,mitgang,mitgang,7,0,0,0
12942,mitigating,mitgatng,mitgatng,mitgatng,mitgatng,8,0,0,0
12943,modality,mda,mda,mda,mda,3,0,0,0
12944,modality,mday,mday,mday,mday,4,0,0,0
12945,modality,mdaty,mdaty,mdaty,mdaty,5,0,0,0
12946,modality,mdalty,mdalty,mdalty,mdalty,6,0,0,0
12947,modeling,mdg,mdg,mdg,mdg,3,0,0,0
12948,modeling,mdlg,mdlg,mdlg,mdlg,4,0,0,0
12949,modeling,mdlng,mdlng,mdlng,mdlng,5,0,0,0
12950,modeling,modlng,modlng,modlng,modlng,6,0,0,0
12951,modelling,mdg,mdg,mdg,mdg,3,0,0,0
12952,modelling,mdlg,mdlg,mdlg,mdlg,4,0,0,0
12953,modelling,mdlng,mdlng,mdlng,mdlng,5,0,0,0
12954,modelling,modlng,modlng,modlng,modlng,6,0,0,0
12955,modelling,modllng,modllng,modllng,modllng,7,0,0,0
12956,moderately,mdy,mdy,mdy,mdy,3,0,0,0
12957,moderately,mdly,mdly,mdly,mdly,4,0,0,0
12958,moderately,modly,modly,modly,modly,5,0,0,0
12959,moderately,modtly,modtly,modtly,modtly,6,0,0,0
12960,moderately,modrtly,modrtly,modrtly,modrtly,7,0,0,0
12961,moderately,modratly,modratly,modratly,modratly,8,0,0,0
12962,moderates,mds,mds,mds,mds,3,0,0,0
12963,moderates,mods,mods,mods,mods,4,0,0,0
12964,moderates,modes,modes,modts,modts,5,0,1,1
12965,moderates,modtes,modtes,modtes,modtes,6,0,0,0
12966,moderates,modrtes,modrtes,modrtes,modrtes,7,0,0,0
12967,moderation,mdn,mdn,mdn,mdn,3,0,0,0
12968,moderation,modn,modn,modn,modn,4,0,0,0
12969,moderation,modon,modon,modtn,modtn,5,0,1,1
12970,moderation,modton,modton,modton,modton,6,0,0,0
12971,moderation,modrton,modrton,modrton,modrton,7,0,0,0
12972,moderation,modraton,modraton,modraton,modraton,8,0,0,0
12973,moderator,mdr,mdr,mdr,mdr,3,0,0,0
12974,moderator,mdor,mdor,mdor,mdor,4,0,0,0
12975,moderator,modor,modor,modor,modor,5,0,0,0
12976,moderator,modtor,modtor,modtor,modtor,6,0,0,0
12977,moderator,modrtor,modrtor,modrtor,modrtor,7,0,0,0
12978,modernized,mdd,mdd,mdd,mdd,3,0,0,0
12979,modernized,mded,mded,mded,mdzd,4,0,0,1
12980,modernized,mdzed,mdzed,mdzed,mdzed,5,0,0,0
12981,modernized,mdnzed,mdnzed,mdnzed,mdnzed,6,0,0,0
12982,modernized,modnzed,modnzed,modnzed,modnzed,7,0,0,0
12983,modernized,modnized,modnized,modnized,modnized,8,0,0,0
12984,modifications,mdi,mdi,mdi,mdi,3,0,0,0
12985,modifications,mdis,mdis,mdis,mdis,4,0,0,0
12986,modifications,mdfis,mdfis,mdfis,mdfis,5,0,0,0
12987,modifications,mdfins,mdfins,mdfins,mdfins,6,0,0,0
12988,modifications,modfins,mdifins,mdifins,mdifins,7,2,2,2
12989,modifications,modifins,modifins,modifins,modifins,8,0,0,0
12990,modifications,modificns,modificns,modificns,modificns,9,0,0,0
12991,modifications,modifictns,modifictns,modifictns,modifictns,10,0,0,0
12992,modifications,modificatns,modificatns,modificatns,modificatns,11,0,0,0
12993,modifies,mdi,mdi,mdi,mdi,3,0,0,0
12994,modifies,mdis,mdis,mdis,mdis,4,0,0,0
12995,modifies,mdfis,mdfis,mdfis,mdfis,5,0,0,0
12996,modifies,mdfies,mdfies,mdfies,mdfies,6,0,0,0
12997,moisture,mie,mie,mie,mie,3,0,0,0
12998,moisture,mise,mise,mise,mise,4,0,0,0
12999,moisture,misre,misre,misre,misre,5,0,0,0
13000,moisture,mistre,mistre,mistre,mistre,6,0,0,0
13001,molestation,msn,msn,msn,msn,3,0,0,0
13002,molestation,mlsn,mlsn,mlsn,mlsn,4,0,0,0
13003,molestation,mlstn,mlstn,mlstn,mlstn,5,0,0,0
13004,molestation,molstn,molstn,molstn,molstn,6,0,0,0
13005,molestation,molston,molston,molstan,molsttn,7,0,1,1
13006,molestation,molstaon,molstaon,molstatn,molstatn,8,0,1,1
13007,molestation,molstaton,molstaton,molstaton,molestatn,9,0,0,2
13008,momentous,mus,mus,mus,mus,3,0,0,0
13009,momentous,mmus,mmus,mmus,mmus,4,0,0,0
13010,momentous,mmtus,mmtus,mmtus,mmtus,5,0,0,0
13011,momentous,momtus,momtus,momtus,momtus,6,0,0,0
13012,momentous,momtous,momtous,momtous,momtous,7,0,0,0
13013,monarchy,mhy,mhy,mhy,mhy,3,0,0,0
13014,monarchy,mchy,mchy,mchy,mchy,4,0,0,0
13015,monarchy,mrchy,mrchy,mrchy,mrchy,5,0,0,0
13016,monarchy,morchy,morchy,morchy,morchy,6,0,0,0
13017,monogram,mom,mom,mom,mom,3,0,0,0
13018,monogram,mogm,mogm,mogm,mogm,4,0,0,0
13019,monogram,mogrm,mogrm,mogrm,mogrm,5,0,0,0
13020,monogram,moogrm,moogrm,moogrm,moogrm,6,0,0,0
13021,monogrammed,mod,mod,mod,mod,3,0,0,0
13022,monogrammed,mogd,mogd,mogd,mogd,4,0,0,0
13023,monogrammed,mogmd,mogmd,mogmd,mogmd,5,0,0,0
13024,monogrammed,mogmmd,mogmmd,mogmmd,mogmmd,6,0,0,0
13025,monogrammed,mogrmmd,mogrmmd,mogrmmd,mogrmmd,7,0,0,0
13026,monogrammed,moogrmmd,moogrmmd,moogrmmd,moogrmmd,8,0,0,0
13027,monogrammed,moogrmmed,moogrmmed,monogrmmd,monogrmmd,9,0,2,2
13028,monograph,mop,mop,mop,mop,3,0,0,0
13029,monograph,moph,moph,moph,moph,4,0,0,0
13030,monograph,mogph,mogph,mogph,mogph,5,0,0,0
13031,monograph,mogrph,mogrph,mogrph,mogrph,6,0,0,0
13032,monograph,moogrph,moogrph,moogrph,moogrph,7,0,0,0
13033,monopolized,mop,mop,mop,mop,3,0,0,0
13034,monopolized,mopd,mopd,mopd,mopd,4,0,0,0
13035,monopolized,moped,moped,moped,moped,5,0,0,0
13036,monopolized,mopzed,mopzed,mopzed,mopzed,6,0,0,0
13037,monopolized,moplzed,moplzed,moplzed,moplzed,7,0,0,0
13038,monopolized,mopolzed,mopolzed,mopolzed,mopolzed,8,0,0,0
13039,monopolized,moopolzed,moopolzed,moopolzed,moopolzed,9,0,0,0
13040,monsters,mss,mss,mss,mss,3,0,0,0
13041,monsters,msts,msts,msts,msts,4,0,0,0
13042,monsters,mosts,mosts,mosts,mosts,5,0,0,0
13043,monsters,mostrs,mostrs,mostrs,monsts,6,0,0,2
13044,montagne,mge,mge,mge,mge,3,0,0,0
13045,montagne,mgne,mgne,mgne,mgne,4,0,0,0
13046,montagne,mtgne,mtgne,mtgne,mtgne,5,0,0,0
13047,montagne,motgne,motgne,motgne,motgne,6,0,0,0
13048,montgomery,mgo,mgo,mgo,mgo,3,0,0,0
13049,montgomery,mgoy,mgoy,mgoy,mgoy,4,0,0,0
13050,montgomery,mgomy,mgomy,mgomy,mgomy,5,0,0,0
13051,montgomery,mtgomy,mgomry,mtgomy,mtgomy,6,2,0,0
13052,montgomery,mtgomry,mtgomry,mtgomry,motgomy,7,0,0,2
13053,montgomery,motgomry,motgomry,motgomry,motgomry,8,0,0,0
13054,monticello,mlo,mlo,mlo,mlo,3,0,0,0
13055,monticello,mllo,mllo,mtlo,mtlo,4,0,1,1
13056,monticello,mtllo,mtllo,mtllo,mtllo,5,0,0,0
13057,monticello,motllo,mtcllo,mtcllo,mtcllo,6,2,2,2
13058,monticello,motcllo,motcllo,motcllo,motcllo,7,0,0,0
13059,monticello,motcello,motcello,motcello,motcello,8,0,0,0
13060,montreal,mtl,mtl,mtl,mtl,3,0,0,0
13061,montreal,mtal,mtal,mtal,mtal,4,0,0,0
13062,montreal,motal,mtral,mtral,mtral,5,2,2,2
13063,montreal,motral,motral,motral,motral,6,0,0,0
13064,montrose,mse,mse,mse,mse,3,0,0,0
13065,montrose,mtse,mtse,mtse,mtse,4,0,0,0
13066,montrose,motse,mtrse,mtrse,mtrse,5,2,2,2
13067,montrose,motrse,motrse,motrse,motrse,6,0,0,0
13068,monuments,mts,mts,mts,mts,3,0,0,0
13069,monuments,mmts,mmts,mmts,mmts,4,0,0,0
13070,monuments,mumts,mumts,mumts,mumts,5,0,0,0
13071,monuments,moumts,moumts,moumts,moumts,6,0,0,0
13072,monuments,moumnts,moumnts,moumnts,moumnts,7,0,0,0
13073,moonlight,mlh,mlh,mlh,mlh,3,0,0,0
13074,moonlight,mlht,mlht,mlht,mlht,4,0,0,0
13075,moonlight,mlght,mlght,mlght,mlght,5,0,0,0
13076,moonlight,molght,molght,molght,molght,6,0,0,0
13077,moonlight,moolght,moolght,moolght,moolght,7,0,0,0
13078,moreover,mvr,mvr,mvr,mvr,3,0,0,0
13079,moreover,movr,movr,movr,movr,4,0,0,0
13080,moreover,moovr,moovr,moovr,moovr,5,0,0,0
13081,moreover,moover,moover,moover,moover,6,0,0,0
13082,morgantown,mgn,mgn,mgn,mgn,3,0,0,0
13083,morgantown,mgwn,mgwn,mgwn,mgwn,4,0,0,0
13084,morgantown,mgtwn,mgtwn,mgtwn,mgtwn,5,0,0,0
13085,morgantown,mgatwn,mgatwn,mgatwn,mgatwn,6,0,0,0
13086,morgantown,mogatwn,mogatwn,mogatwn,mogatwn,7,0,0,0
13087,morgantown,mogantwn,mogantwn,mogantwn,mogantwn,8,0,0,0
13088,moribund,mbd,mbd,mbd,mbd,3,0,0,0
13089,moribund,mbnd,mbnd,mbnd,mbnd,4,0,0,0
13090,moribund,mbund,mbund,mbund,mbund,5,0,0,0
13091,moribund,mobund,mobund,mobund,mobund,6,0,0,0
13092,morningstar,msr,msr,msr,msr,3,0,0,0
13093,morningstar,mnsr,mnsr,mnsr,mnsr,4,0,0,0
13094,morningstar,mngsr,mngsr,mngsr,mngsr,5,0,0,0
13095,morningstar,mngsar,mngsar,mngstr,mngstr,6,0,1,1
13096,morningstar,mngstar,mngstar,mngstar,mngstar,7,0,0,0
13097,morningstar,mongstar,mongstar,mongstar,mongstar,8,0,0,0
13098,morningstar,morngstar,morngstar,morngstar,morngstar,9,0,0,0
13099,morphological,mpl,mpl,mpl,mpl,3,0,0,0
13100,morphological,mpgl,mpgl,mpgl,mpgl,4,0,0,0
13101,morphological,mphgl,mphgl,mphgl,mphgl,5,0,0,0
13102,morphological,mphlgl,mphlgl,mphlgl,mphlgl,6,0,0,0
13103,morphological,mphlgal,mphlgal,mphlgil,mphlgil,7,0,1,1
13104,morphological,mophlgal,mphlgial,mphlgial,mphlgicl,8,2,2,3
13105,morphological,mophlgial,mphlgical,mphlgical,mophlgicl,9,2,2,1
13106,morphological,mophlgical,mophlgical,mophlgical,mophlgical,10,0,0,0
13107,morphological,morphlgical,morphlgical,morphlgical,morphlgical,11,0,0,0
13108,morrison,mon,mon,mon,mon,3,0,0,0
13109,morrison,mson,mson,mson,mson,4,0,0,0
13110,morrison,mrson,mrson,mrson,mrson,5,0,0,0
13111,morrison,morson,morson,morson,morson,6,0,0,0
13112,mortgage,mgg,mgg,mgg,mgg,3,0,0,0
13113,mortgage,mgge,mgge,mgge,mgge,4,0,0,0
13114,mortgage,mtgge,mtgge,mtgge,mtgge,5,0,0,0
13115,mortgage,mtgage,mtgage,mtgage,mtgage,6,0,0,0
13116,mortified,mid,mid,mid,mid,3,0,0,0
13117,mortified,mfid,mfid,mfid,mfid,4,0,0,0
13118,mortified,mtfid,mtfid,mtfid,mtfid,5,0,0,0
13119,mortified,mtfied,mtfied,mtfied,mtfied,6,0,0,0
13120,mortified,motfied,motfied,motfied,motfied,7,0,0,0
13121,mosquito,mqu,mqu,mqu,mqu,3,0,0,0
13122,mosquito,mqui,mqui,mqui,mqui,4,0,0,0
13123,mosquito,mquio,mquio,mquio,mquio,5,0,0,0
13124,mosquito,mquito,mquito,mquito,mquito,6,0,0,0
13125,motherhood,mhd,mhd,mhd,mhd,3,0,0,0
13126,motherhood,mthd,mthd,mthd,mthd,4,0,0,0
13127,motherhood,mthod,mthod,mthod,mthhd,5,0,0,1
13128,motherhood,mthhod,mthhod,mthhod,mthhod,6,0,0,0
13129,motherhood,mothhod,mothhod,mothhod,mthehod,7,0,0,2
13130,motherhood,mothehod,mothehod,mothehod,mothehod,8,0,0,0
13131,motherland,mtd,mtd,mtd,mtd,3,0,0,0
13132,motherland,mtld,mtld,mtld,mtld,4,0,0,0
13133,motherland,mtlnd,mtlnd,mthld,mthld,5,0,2,2
13134,motherland,mthlnd,mthlnd,mthlnd,mthlnd,6,0,0,0
13135,motherland,mothlnd,mthland,mthland,mthland,7,2,2,2
13136,motherland,mothland,mothland,mothland,mtheland,8,0,0,2
13137,motherless,mts,mts,mts,mts,3,0,0,0
13138,motherless,mtls,mtls,mtls,mtls,4,0,0,0
13139,motherless,mtlss,mtlss,mtlss,mtlss,5,0,0,0
13140,motherless,mthlss,mthlss,mthlss,mthlss,6,0,0,0
13141,motherless,mothlss,mothlss,mothlss,mthelss,7,0,0,2
13142,motherless,mothelss,mothelss,mothelss,mothelss,8,0,0,0
13143,motioned,mte,mte,mte,mte,3,0,0,0
13144,motioned,mted,mted,mted,mted,4,0,0,0
13145,motioned,moted,moted,moted,moted,5,0,0,0
13146,motioned,motned,motned,motned,motned,6,0,0,0
13147,motioning,mtg,mtg,mtg,mtg,3,0,0,0
13148,motioning,mtng,mtng,mtng,mtng,4,0,0,0
13149,motioning,motng,motng,motng,motng,5,0,0,0
13150,motioning,motnng,motnng,motnng,motnng,6,0,0,0
13151,motioning,motning,motning,motning,motning,7,0,0,0
13152,motionless,mtl,mtl,mtl,mtl,3,0,0,0
13153,motionless,mtls,mtls,mtls,mtls,4,0,0,0
13154,motionless,mtlss,mtlss,mtlss,mtlss,5,0,0,0
13155,motionless,motlss,motlss,motlss,motlss,6,0,0,0
13156,motionless,motnlss,motnlss,motnlss,motnlss,7,0,0,0
13157,motionless,motnless,motnless,motnless,motnless,8,0,0,0
13158,motivated,mtd,mtd,mtd,mtd,3,0,0,0
13159,motivated,mtvd,mtvd,mtvd,mtvd,4,0,0,0
13160,motivated,motvd,mtvad,mtvad,mtvad,5,2,2,2
13161,motivated,motvad,motvad,motvad,motvad,6,0,0,0
13162,motivated,motvaed,motvaed,motvatd,motvatd,7,0,1,1
13163,motorcade,mte,mte,mte,mte,3,0,0,0
13164,motorcade,mtde,mtde,mtde,mtde,4,0,0,0
13165,motorcade,mtcde,mtcde,mtcde,mtcde,5,0,0,0
13166,motorcade,motcde,motcde,motcde,motcde,6,0,0,0
13167,motorcade,motocde,motrcde,motrcde,motrcde,7,1,1,1
13168,motoring,mtg,mtg,mtg,mtg,3,0,0,0
13169,motoring,mtng,mtng,mtng,mtng,4,0,0,0
13170,motoring,motng,motng,motng,motng,5,0,0,0
13171,motoring,motrng,motrng,motrng,motrng,6,0,0,0
13172,motorists,mts,mts,mts,mts,3,0,0,0
13173,motorists,mtss,mtts,mtss,mtss,4,1,0,0
13174,motorists,mtsts,mtsts,mtsts,mtsts,5,0,0,0
13175,motorists,motsts,motsts,motsts,motsts,6,0,0,0
13176,motorists,motosts,motrsts,motrsts,motrsts,7,1,1,1
13177,mountainous,mui,mui,mui,mui,3,0,0,0
13178,mountainous,muio,muio,muio,muio,4,0,0,0
13179,mountainous,muiou,muiou,muiou,muiou,5,0,0,0
13180,mountainous,muious,muious,muious,muious,6,0,0,0
13181,mountainous,munious,munious,munious,munious,7,0,0,0
13182,mountainous,muntious,muntious,muntious,muntious,8,0,0,0
13183,mountainous,mountious,mountious,mountious,mountious,9,0,0,0
13184,mourners,mue,mue,mue,mue,3,0,0,0
13185,mourners,mues,mues,mues,mues,4,0,0,0
13186,mourners,munes,munes,munes,munes,5,0,0,0
13187,mourners,murnes,murnes,murnes,murnes,6,0,0,0
13188,mournfully,muu,muu,muu,muu,3,0,0,0
13189,mournfully,mufu,mufu,mufu,mufu,4,0,0,0
13190,mournfully,mufuy,mufuy,mufuy,mufuy,5,0,0,0
13191,mournfully,munfuy,munfuy,munfuy,munfuy,6,0,0,0
13192,mournfully,munfuly,munfuly,munfuly,munfuly,7,0,0,0
13193,mournfully,munfully,munfully,munfully,murnfuly,8,0,0,2
13194,multiple,mle,mle,mle,mle,3,0,0,0
13195,multiple,mple,mple,mple,mple,4,0,0,0
13196,multiple,mlple,mlple,mlple,mlple,5,0,0,0
13197,multiple,mltple,mltple,mltple,mltple,6,0,0,0
13198,multivariate,mve,mve,mve,mve,3,0,0,0
13199,multivariate,mlve,mlve,mlve,mlve,4,0,0,0
13200,multivariate,mltve,mltve,mltve,mltve,5,0,0,0
13201,multivariate,multve,mltvte,mltvre,mltvre,6,2,2,2
13202,multivariate,multvre,mltvrte,multvre,multvre,7,2,0,0
13203,multivariate,multvrte,multvrte,multvrte,multvrte,8,0,0,0
13204,multivariate,multvarte,multvarte,multvarte,multvarte,9,0,0,0
13205,multivariate,multvarate,multvarate,multvarate,multvarate,10,0,0,0
13206,murdered,mdd,mdd,mdd,mdd,3,0,0,0
13207,murdered,mudd,mudd,mudd,mudd,4,0,0,0
13208,murdered,murdd,murdd,murdd,murdd,5,0,0,0
13209,murdered,murded,murded,murded,murded,6,0,0,0
13210,murdering,mdg,mdg,mdg,mdg,3,0,0,0
13211,murdering,mdng,mdng,mdng,mdng,4,0,0,0
13212,murdering,mudng,mudng,mudng,mudng,5,0,0,0
13213,murdering,murdng,murdng,murdng,murdng,6,0,0,0
13214,murdering,murdrng,murdrng,murdrng,murdrng,7,0,0,0
13215,murmured,mmd,mmd,mmd,mmd,3,0,0,0
13216,murmured,mumd,mumd,mumd,mumd,4,0,0,0
13217,murmured,mumrd,mumrd,mumrd,mumrd,5,0,0,0
13218,murmured,murmrd,murmrd,murmrd,murmrd,6,0,0,0
13219,musculature,mce,mce,mce,mce,3,0,0,0
13220,musculature,mcre,mcre,mcre,mcre,4,0,0,0
13221,musculature,mclre,mclre,mclre,mclre,5,0,0,0
13222,musculature,muclre,msclre,msclre,msclre,6,1,1,1
13223,musculature,musclre,musclre,musclre,musclre,7,0,0,0
13224,musculature,musclare,musclare,musclare,musclare,8,0,0,0
13225,musculature,musculare,musculare,musculare,musculare,9,0,0,0
13226,musculoskeletal,mke,mke,mke,mke,3,0,0,0
13227,musculoskeletal,mkel,mkel,mkel,mkel,4,0,0,0
13228,musculoskeletal,mketl,mketl,mketl,mketl,5,0,0,0
13229,musculoskeletal,mcketl,mcketl,mcketl,mcketl,6,0,0,0
13230,musculoskeletal,mckeltl,mckeltl,mckeltl,mckeltl,7,0,0,0
13231,musculoskeletal,msckeltl,mcskeltl,mcskeltl,mcskeltl,8,2,2,2
13232,musculoskeletal,msclkeltl,mcskeltal,mclskeltl,mclskeltl,9,3,2,2
13233,musculoskeletal,msclskeltl,mscskeltal,msclskeltl,msclskeltl,10,2,0,0
13234,musculoskeletal,musclskeltl,msclskeltal,musclskeltl,musclskeltl,11,2,0,0
13235,musculoskeletal,musclskeltal,musclskeltal,musclskeltal,musclskeltal,12,0,0,0
13236,musculoskeletal,musculskeltal,musculskeltal,musculskeltal,musculskeltal,13,0,0,0
13237,mushrooms,mrs,mrs,mrs,mrs,3,0,0,0
13238,mushrooms,mrms,mrms,mrms,mrms,4,0,0,0
13239,mushrooms,mhrms,mhrms,mhrms,mhrms,5,0,0,0
13240,mushrooms,mshrms,mshrms,mshrms,mshrms,6,0,0,0
13241,mushrooms,mushrms,mushrms,mushrms,mushrms,7,0,0,0
13242,musicians,mns,mns,mns,mns,3,0,0,0
13243,musicians,msns,msns,msns,msns,4,0,0,0
13244,musicians,musns,musns,musns,musns,5,0,0,0
13245,musicians,musins,musins,musins,musins,6,0,0,0
13246,musicians,muscins,muscins,muscins,muscins,7,0,0,0
13247,mussolini,moi,moi,moi,moi,3,0,0,0
13248,mussolini,moni,moni,msoi,msoi,4,0,2,2
13249,mussolini,msoni,molni,msoli,msoli,5,2,1,1
13250,mussolini,msolni,msolni,msolni,mssoli,6,0,0,2
13251,mussolini,mssolni,mssolni,mssolni,mssolni,7,0,0,0
13252,mustaches,mhs,mhs,mhs,mhs,3,0,0,0
13253,mustaches,mhes,mhes,mhes,mhes,4,0,0,0
13254,mustaches,mshes,mshes,mshes,mshes,5,0,0,0
13255,mustaches,mushes,msthes,msthes,msthes,6,2,2,2
13256,mustaches,musthes,musthes,musthes,musthes,7,0,0,0
13257,mustering,mng,mng,mng,msg,3,0,0,1
13258,mustering,msng,msng,msng,msng,4,0,0,0
13259,mustering,musng,mstng,mstng,mstng,5,2,2,2
13260,mustering,mustng,mustng,mustng,mustng,6,0,0,0
13261,mustering,mustrng,mustrng,mustrng,mustrng,7,0,0,0
13262,mutation,mtn,mtn,mtn,mtn,3,0,0,0
13263,mutation,mutn,mutn,mutn,mutn,4,0,0,0
13264,mutation,mutan,mutan,mutan,mutan,5,0,0,0
13265,mutation,mutatn,mutatn,mutatn,mutatn,6,0,0,0
13266,mutations,mts,mts,mts,mts,3,0,0,0
13267,mutations,mtns,mtns,mtns,muts,4,0,0,2
13268,mutations,mutns,mutns,mutns,mutns,5,0,0,0
13269,mutations,mutans,mutans,mutans,mutans,6,0,0,0
13270,mutations,mutatns,mutatns,mutatns,mutatns,7,0,0,0
13271,mutilated,mtd,mtd,mtd,mtd,3,0,0,0
13272,mutilated,mtld,mtld,mtld,mtld,4,0,0,0
13273,mutilated,mutld,mutld,mutld,mutld,5,0,0,0
13274,mutilated,mutlad,mutlad,mutlad,mutlad,6,0,0,0
13275,mutilated,mutlaed,mutlaed,mutlatd,mutlatd,7,0,1,1
13276,mysterious,mys,mys,mys,mys,3,0,0,0
13277,mysterious,mysu,mysu,mysu,mysu,4,0,0,0
13278,mysterious,mysus,mysus,mysus,mysus,5,0,0,0
13279,mysterious,mystus,mystus,mystus,mystus,6,0,0,0
13280,mysterious,mystrus,mystrus,mystrus,mystrus,7,0,0,0
13281,mysterious,mystrius,mystrius,mystrius,mystrius,8,0,0,0
13282,nagasaki,ngk,ngk,ngk,ngk,3,0,0,0
13283,nagasaki,ngki,ngki,ngki,ngki,4,0,0,0
13284,nagasaki,ngski,ngski,ngski,ngski,5,0,0,0
13285,nagasaki,ngsaki,ngsaki,ngsaki,ngsaki,6,0,0,0
13286,nameless,nss,nss,nss,nss,3,0,0,0
13287,nameless,nmss,nmss,nmss,nmss,4,0,0,0
13288,nameless,nmlss,nmlss,nmlss,nmlss,5,0,0,0
13289,nameless,namlss,namlss,namlss,namlss,6,0,0,0
13290,narrated,nrd,nrd,nrd,nrd,3,0,0,0
13291,narrated,nrrd,nrrd,nrrd,nrrd,4,0,0,0
13292,narrated,narrd,narrd,narrd,narrd,5,0,0,0
13293,narrated,narrtd,narrtd,narrtd,narrtd,6,0,0,0
13294,narration,nrn,nrn,nrn,nrn,3,0,0,0
13295,narration,nrrn,nrrn,nrrn,nrrn,4,0,0,0
13296,narration,narrn,narrn,narrn,narrn,5,0,0,0
13297,narration,narron,narron,narrtn,narrtn,6,0,1,1
13298,narration,narrton,narrton,narrton,narrton,7,0,0,0
13299,narrators,nrs,nrs,nrs,nrs,3,0,0,0
13300,narrators,nrrs,nrrs,nrrs,nrrs,4,0,0,0
13301,narrators,nrrrs,nrrrs,nrrrs,nrrrs,5,0,0,0
13302,narrators,narrrs,nrrors,nrrors,nrrors,6,2,2,2
13303,narrators,narrors,narrors,narrors,narrors,7,0,0,0
13304,narrowest,nwt,nwt,nwt,nwt,3,0,0,0
13305,narrowest,nwst,nwst,nwst,nwst,4,0,0,0
13306,narrowest,nwest,nwest,nwest,nwest,5,0,0,0
13307,narrowest,nrwest,nrwest,nrwest,nrwest,6,0,0,0
13308,narrowest,nrrwest,nrrwest,nrrwest,nrrwest,7,0,0,0
13309,narrowly,nwl,nwl,nwl,nwl,3,0,0,0
13310,narrowly,nwly,nwly,nwly,nwly,4,0,0,0
13311,narrowly,nrwly,nrwly,nrwly,nrwly,5,0,0,0
13312,narrowly,nrrwly,nrrwly,nrrwly,nrrwly,6,0,0,0
13313,narrowness,nne,nne,nne,nne,3,0,0,0
13314,narrowness,nwne,nwne,nwne,nwne,4,0,0,0
13315,narrowness,nwnes,nwnes,nwnes,nwnes,5,0,0,0
13316,narrowness,nwness,nwness,nwness,nwness,6,0,0,0
13317,narrowness,nrwness,nrwness,nrwness,nrwness,7,0,0,0
13318,narrowness,nrrwness,nrrwness,nrrwness,nrrwness,8,0,0,0
13319,national,nal,nal,nal,nal,3,0,0,0
13320,national,naal,naal,naal,naal,4,0,0,0
13321,national,nanal,nanal,nanal,nanal,5,0,0,0
13322,national,natnal,natnal,natnal,natnal,6,0,0,0
13323,nationalities,nes,nes,nes,nts,3,0,0,1
13324,nationalities,ntes,ntes,ntes,ntes,4,0,0,0
13325,nationalities,nltes,nltes,nltes,nltes,5,0,0,0
13326,nationalities,naltes,naltes,naltes,naltes,6,0,0,0
13327,nationalities,natltes,natltes,natltes,natltes,7,0,0,0
13328,nationalities,natnltes,natnltes,natnltes,natnltes,8,0,0,0
